algorithm,distribution,n,trial,time_s
Merge Sort,nearly_sorted,10000,9,0.022401
Merge Sort,nearly_sorted,10000,10,0.022284
Merge Sort,nearly_sorted,10000,11,0.024672
Merge Sort,nearly_sorted,10000,12,0.022602
Merge Sort,nearly_sorted,10000,13,0.02256
Merge Sort,nearly_sorted,10000,14,0.022107
Merge Sort,nearly_sorted,50000,0,0.13616
Merge Sort,nearly_sorted,50000,1,0.132896
Merge Sort,nearly_sorted,50000,2,0.129591
Merge Sort,nearly_sorted,50000,3,0.146251
Merge Sort,nearly_sorted,50000,4,0.133345
Merge Sort,nearly_sorted,50000,5,0.130267
Merge Sort,nearly_sorted,50000,6,0.129925
Merge Sort,nearly_sorted,50000,7,0.131129
Merge Sort,nearly_sorted,50000,8,0.131403
Merge Sort,nearly_sorted,50000,9,0.129419
Merge Sort,nearly_sorted,50000,10,0.129857
Merge Sort,nearly_sorted,50000,11,0.144294
Merge Sort,nearly_sorted,50000,12,0.1286
Merge Sort,nearly_sorted,50000,13,0.139486
Merge Sort,nearly_sorted,50000,14,0.139351
Merge Sort,nearly_sorted,100000,0,0.285665
Merge Sort,nearly_sorted,100000,1,0.293722
Merge Sort,nearly_sorted,100000,2,0.278495
Merge Sort,nearly_sorted,100000,3,0.27612
Merge Sort,nearly_sorted,100000,4,0.279404
Merge Sort,nearly_sorted,100000,5,0.29268
Merge Sort,nearly_sorted,100000,6,0.473636
Merge Sort,nearly_sorted,100000,7,0.543334
Merge Sort,nearly_sorted,100000,8,0.561201
Merge Sort,nearly_sorted,100000,9,0.558659
Merge Sort,nearly_sorted,100000,10,0.51874
Merge Sort,nearly_sorted,100000,11,0.39561
Merge Sort,nearly_sorted,100000,12,0.280237
Merge Sort,nearly_sorted,100000,13,0.29184
Merge Sort,nearly_sorted,100000,14,0.279744
Merge Sort,constant,100,0,0.000117
Merge Sort,constant,100,1,0.000114
Merge Sort,constant,100,2,0.000108
Merge Sort,constant,100,3,0.000107
Merge Sort,constant,100,4,0.000108
Merge Sort,constant,100,5,0.000107
Merge Sort,constant,100,6,0.000118
Merge Sort,constant,100,7,0.000107
Merge Sort,constant,100,8,0.000107
Merge Sort,constant,100,9,0.000112
Merge Sort,constant,100,10,0.000107
Merge Sort,constant,100,11,0.000107
Merge Sort,constant,100,12,0.000107
Merge Sort,constant,100,13,0.000107
Merge Sort,constant,100,14,0.000107
Merge Sort,constant,500,0,0.000711
Merge Sort,constant,500,1,0.000712
Merge Sort,constant,500,2,0.000743
Merge Sort,constant,500,3,0.000705
Merge Sort,constant,500,4,0.000715
Merge Sort,constant,500,5,0.000705
Merge Sort,constant,500,6,0.000705
Merge Sort,constant,500,7,0.0007
Merge Sort,constant,500,8,0.00076
Merge Sort,constant,500,9,0.000709
Merge Sort,constant,500,10,0.000724
Merge Sort,constant,500,11,0.00071
Merge Sort,constant,500,12,0.000707
Merge Sort,constant,500,13,0.000702
Merge Sort,constant,500,14,0.000707
Merge Sort,constant,1000,0,0.001605
Merge Sort,constant,1000,1,0.001603
Merge Sort,constant,1000,2,0.001613
Merge Sort,constant,1000,3,0.001633
Merge Sort,constant,1000,4,0.001594
Merge Sort,constant,1000,5,0.001617
Merge Sort,constant,1000,6,0.001644
Merge Sort,constant,1000,7,0.001601
Merge Sort,constant,1000,8,0.001606
Merge Sort,constant,1000,9,0.001601
Merge Sort,constant,1000,10,0.001595
Merge Sort,constant,1000,11,0.001614
Merge Sort,constant,1000,12,0.001609
Merge Sort,constant,1000,13,0.001603
Merge Sort,constant,1000,14,0.001662
Merge Sort,constant,5000,0,0.010951
Merge Sort,constant,5000,1,0.01016
Merge Sort,constant,5000,2,0.010176
Merge Sort,constant,5000,3,0.010245
Merge Sort,constant,5000,4,0.010202
Merge Sort,constant,5000,5,0.010056
Merge Sort,constant,5000,6,0.010948
Merge Sort,constant,5000,7,0.013925
Merge Sort,constant,5000,8,0.01853
Merge Sort,constant,5000,9,0.013521
Merge Sort,constant,5000,10,0.010174
Merge Sort,constant,5000,11,0.010086
Merge Sort,constant,5000,12,0.010163
Merge Sort,constant,5000,13,0.010347
Merge Sort,constant,5000,14,0.010263
Merge Sort,constant,10000,0,0.021941
Merge Sort,constant,10000,1,0.02401
Merge Sort,constant,10000,2,0.021951
Merge Sort,constant,10000,3,0.022194
Merge Sort,constant,10000,4,0.021859
Merge Sort,constant,10000,5,0.022159
Merge Sort,constant,10000,6,0.023121
Merge Sort,constant,10000,7,0.021799
Merge Sort,constant,10000,8,0.021894
Merge Sort,constant,10000,9,0.02178
Merge Sort,constant,10000,10,0.024188
Merge Sort,constant,10000,11,0.021877
Merge Sort,constant,10000,12,0.021928
Merge Sort,constant,10000,13,0.021774
Merge Sort,constant,10000,14,0.021673
Merge Sort,constant,50000,0,0.133347
Merge Sort,constant,50000,1,0.130321
Merge Sort,constant,50000,2,0.125788
Merge Sort,constant,50000,3,0.126041
Merge Sort,constant,50000,4,0.14254
Merge Sort,constant,50000,5,0.127043
Merge Sort,constant,50000,6,0.126917
Merge Sort,constant,50000,7,0.130317
Merge Sort,constant,50000,8,0.127219
Merge Sort,constant,50000,9,0.128809
Merge Sort,constant,50000,10,0.128891
Merge Sort,constant,50000,11,0.126068
Merge Sort,constant,50000,12,0.14282
Merge Sort,constant,50000,13,0.135848
Merge Sort,constant,50000,14,0.127519
Merge Sort,constant,100000,0,0.276925
Merge Sort,constant,100000,1,0.2685
Merge Sort,constant,100000,2,0.288847
Merge Sort,constant,100000,3,0.282464
Merge Sort,constant,100000,4,0.272317
Merge Sort,constant,100000,5,0.26961
Merge Sort,constant,100000,6,0.290298
Merge Sort,constant,100000,7,0.271234
Merge Sort,constant,100000,8,0.271443
Merge Sort,constant,100000,9,0.271515
Merge Sort,constant,100000,10,0.294507
Merge Sort,constant,100000,11,0.272041
Merge Sort,constant,100000,12,0.269321
Merge Sort,constant,100000,13,0.288204
Merge Sort,constant,100000,14,0.272495
Quicksort,random,100,0,7.5e-05
Quicksort,random,100,1,5.4e-05
Quicksort,random,100,2,5.5e-05
Quicksort,random,100,3,5.1e-05
Quicksort,random,100,4,5.1e-05
Quicksort,random,100,5,5.6e-05
Quicksort,random,100,6,5e-05
Quicksort,random,100,7,5.1e-05
Quicksort,random,100,8,5.2e-05
Quicksort,random,100,9,5.1e-05
Quicksort,random,100,10,5.2e-05
Quicksort,random,100,11,5.2e-05
Quicksort,random,100,12,5.3e-05
Quicksort,random,100,13,5e-05
Quicksort,random,100,14,5.2e-05
Quicksort,random,500,0,0.000373
Quicksort,random,500,1,0.000379
Quicksort,random,500,2,0.000367
Quicksort,random,500,3,0.000369
Quicksort,random,500,4,0.000429
Quicksort,random,500,5,0.000411
Quicksort,random,500,6,0.000364
Quicksort,random,500,7,0.00037
Quicksort,random,500,8,0.00037
Quicksort,random,500,9,0.00036
Quicksort,random,500,10,0.000367
Quicksort,random,500,11,0.000365
Quicksort,random,500,12,0.000364
Quicksort,random,500,13,0.000378
Quicksort,random,500,14,0.000366
Quicksort,random,1000,0,0.000844
Quicksort,random,1000,1,0.000816
Quicksort,random,1000,2,0.000835
Quicksort,random,1000,3,0.000841
Quicksort,random,1000,4,0.000835
Quicksort,random,1000,5,0.000855
Quicksort,random,1000,6,0.000834
Quicksort,random,1000,7,0.000804
Quicksort,random,1000,8,0.000816
Quicksort,random,1000,9,0.000811
Quicksort,random,1000,10,0.000872
Quicksort,random,1000,11,0.000845
Quicksort,random,1000,12,0.000836
Quicksort,random,1000,13,0.000809
Quicksort,random,1000,14,0.000824
Quicksort,random,5000,0,0.005033
Quicksort,random,5000,1,0.005055
Quicksort,random,5000,2,0.005052
Quicksort,random,5000,3,0.005316
Quicksort,random,5000,4,0.005162
Quicksort,random,5000,5,0.005144
Quicksort,random,5000,6,0.005518
Quicksort,random,5000,7,0.005171
Quicksort,random,5000,8,0.005113
Quicksort,random,5000,9,0.006087
Quicksort,random,5000,10,0.005093
Quicksort,random,5000,11,0.005179
Quicksort,random,5000,12,0.005192
Quicksort,random,5000,13,0.005093
Quicksort,random,5000,14,0.004968
Quicksort,random,10000,0,0.01113
Quicksort,random,10000,1,0.010947
Quicksort,random,10000,2,0.011327
Quicksort,random,10000,3,0.01104
Quicksort,random,10000,4,0.011262
Quicksort,random,10000,5,0.010778
Quicksort,random,10000,6,0.011334
Quicksort,random,10000,7,0.012906
Quicksort,random,10000,8,0.011034
Quicksort,random,10000,9,0.011345
Quicksort,random,10000,10,0.010945
Quicksort,random,10000,11,0.010622
Quicksort,random,10000,12,0.010991
Quicksort,random,10000,13,0.01104
Quicksort,random,10000,14,0.010974
Quicksort,random,50000,0,0.065856
Quicksort,random,50000,1,0.066056
Quicksort,random,50000,2,0.084314
Quicksort,random,50000,3,0.066987
Quicksort,random,50000,4,0.069453
Quicksort,random,50000,5,0.072385
Quicksort,random,50000,6,0.066317
Quicksort,random,50000,7,0.066942
Quicksort,random,50000,8,0.066779
Quicksort,random,50000,9,0.067313
Quicksort,random,50000,10,0.066178
Quicksort,random,50000,11,0.067813
Quicksort,random,50000,12,0.06711
Quicksort,random,50000,13,0.080819
Quicksort,random,50000,14,0.065976
Quicksort,random,100000,0,0.151263
Quicksort,random,100000,1,0.186286
Quicksort,random,100000,2,0.33668
Quicksort,random,100000,3,0.254076
Quicksort,random,100000,4,0.266827
Quicksort,random,100000,5,0.289661
Quicksort,random,100000,6,0.276694
Quicksort,random,100000,7,0.271705
Quicksort,random,100000,8,0.280402
Quicksort,random,100000,9,0.144788
Quicksort,random,100000,10,0.155946
Quicksort,random,100000,11,0.152436
Quicksort,random,100000,12,0.17243
Quicksort,random,100000,13,0.148857
Quicksort,random,100000,14,0.149472
Quicksort,sorted,100,0,4.3e-05
Quicksort,sorted,100,1,3.2e-05
Quicksort,sorted,100,2,3.1e-05
Quicksort,sorted,100,3,3.1e-05
Quicksort,sorted,100,4,3.1e-05
Quicksort,sorted,100,5,3.1e-05
Quicksort,sorted,100,6,3.3e-05
Quicksort,sorted,100,7,3.1e-05
Quicksort,sorted,100,8,3.1e-05
Quicksort,sorted,100,9,3.1e-05
Quicksort,sorted,100,10,3.1e-05
Quicksort,sorted,100,11,3.1e-05
Quicksort,sorted,100,12,3.1e-05
Quicksort,sorted,100,13,3.1e-05
Quicksort,sorted,100,14,3.1e-05
Quicksort,sorted,500,0,0.000317
Quicksort,sorted,500,1,0.000272
Quicksort,sorted,500,2,0.00028
Quicksort,sorted,500,3,0.000271
Quicksort,sorted,500,4,0.00028
Quicksort,sorted,500,5,0.000319
Quicksort,sorted,500,6,0.000318
Quicksort,sorted,500,7,0.00028
Quicksort,sorted,500,8,0.000273
Quicksort,sorted,500,9,0.000272
Quicksort,sorted,500,10,0.000297
Quicksort,sorted,500,11,0.000281
Quicksort,sorted,500,12,0.000281
Quicksort,sorted,500,13,0.00028
Quicksort,sorted,500,14,0.000275
Quicksort,sorted,1000,0,0.000644
Quicksort,sorted,1000,1,0.000635
Quicksort,sorted,1000,2,0.000687
Quicksort,sorted,1000,3,0.000648
Quicksort,sorted,1000,4,0.000637
Quicksort,sorted,1000,5,0.000788
Quicksort,sorted,1000,6,0.00072
Quicksort,sorted,1000,7,0.000635
Quicksort,sorted,1000,8,0.000713
Quicksort,sorted,1000,9,0.000642
Quicksort,sorted,1000,10,0.000648
Quicksort,sorted,1000,11,0.000624
Quicksort,sorted,1000,12,0.000665
Quicksort,sorted,1000,13,0.000605
Quicksort,sorted,1000,14,0.000649
Quicksort,sorted,5000,0,0.003594
Quicksort,sorted,5000,1,0.00426
Quicksort,sorted,5000,2,0.003584
Quicksort,sorted,5000,3,0.003704
Quicksort,sorted,5000,4,0.003536
Quicksort,sorted,5000,5,0.003651
Quicksort,sorted,5000,6,0.003563
Quicksort,sorted,5000,7,0.003625
Quicksort,sorted,5000,8,0.003548
Quicksort,sorted,5000,9,0.003655
Quicksort,sorted,5000,10,0.004038
Quicksort,sorted,5000,11,0.003711
Quicksort,sorted,5000,12,0.003597
Quicksort,sorted,5000,13,0.00371
Quicksort,sorted,5000,14,0.003556
Quicksort,sorted,10000,0,0.008028
Quicksort,sorted,10000,1,0.007736
Quicksort,sorted,10000,2,0.007859
Quicksort,sorted,10000,3,0.007679
Quicksort,sorted,10000,4,0.00792
Quicksort,sorted,10000,5,0.0076
Quicksort,sorted,10000,6,0.00788
Quicksort,sorted,10000,7,0.007585
Quicksort,sorted,10000,8,0.007814
Quicksort,sorted,10000,9,0.007581
Quicksort,sorted,10000,10,0.008268
Quicksort,sorted,10000,11,0.007664
Quicksort,sorted,10000,12,0.00779
Quicksort,sorted,10000,13,0.007963
Quicksort,sorted,10000,14,0.007785
Quicksort,sorted,50000,0,0.045258
Quicksort,sorted,50000,1,0.045917
Quicksort,sorted,50000,2,0.041009
Quicksort,sorted,50000,3,0.042738
Quicksort,sorted,50000,4,0.041204
Quicksort,sorted,50000,5,0.044732
Quicksort,sorted,50000,6,0.042884
Quicksort,sorted,50000,7,0.046727
Quicksort,sorted,50000,8,0.056481
Quicksort,sorted,50000,9,0.042333
Quicksort,sorted,50000,10,0.042609
Quicksort,sorted,50000,11,0.042611
Quicksort,sorted,50000,12,0.040972
Quicksort,sorted,50000,13,0.042411
Quicksort,sorted,50000,14,0.041204
Quicksort,sorted,100000,0,0.090198
Quicksort,sorted,100000,1,0.088143
Quicksort,sorted,100000,2,0.089604
Quicksort,sorted,100000,3,0.089386
Quicksort,sorted,100000,4,0.091607
Quicksort,sorted,100000,5,0.087664
Quicksort,sorted,100000,6,0.097421
Quicksort,sorted,100000,7,0.102308
Quicksort,sorted,100000,8,0.092135
Quicksort,sorted,100000,9,0.08771
Quicksort,sorted,100000,10,0.090311
Quicksort,sorted,100000,11,0.087146
Quicksort,sorted,100000,12,0.091393
Quicksort,sorted,100000,13,0.088902
Quicksort,sorted,100000,14,0.090648
Quicksort,reverse,100,0,6.4e-05
Quicksort,reverse,100,1,4.5e-05
Quicksort,reverse,100,2,4.4e-05
Quicksort,reverse,100,3,4.4e-05
Quicksort,reverse,100,4,4.4e-05
Quicksort,reverse,100,5,4.4e-05
Quicksort,reverse,100,6,4.4e-05
Quicksort,reverse,100,7,4.5e-05
Quicksort,reverse,100,8,4.4e-05
Quicksort,reverse,100,9,4.4e-05
Quicksort,reverse,100,10,4.4e-05
Quicksort,reverse,100,11,4.4e-05
Quicksort,reverse,100,12,4.4e-05
Quicksort,reverse,100,13,4.4e-05
Quicksort,reverse,100,14,4.4e-05
Quicksort,reverse,500,0,0.00037
Quicksort,reverse,500,1,0.000356
Quicksort,reverse,500,2,0.00036
Quicksort,reverse,500,3,0.000357
Quicksort,reverse,500,4,0.000353
Quicksort,reverse,500,5,0.000395
Quicksort,reverse,500,6,0.000357
Quicksort,reverse,500,7,0.000357
Quicksort,reverse,500,8,0.000369
Quicksort,reverse,500,9,0.000352
Quicksort,reverse,500,10,0.00038
Quicksort,reverse,500,11,0.000361
Quicksort,reverse,500,12,0.000353
Quicksort,reverse,500,13,0.000363
Quicksort,reverse,500,14,0.000357
Quicksort,reverse,1000,0,0.000906
Quicksort,reverse,1000,1,0.000886
Quicksort,reverse,1000,2,0.000855
Quicksort,reverse,1000,3,0.00081
Quicksort,reverse,1000,4,0.000814
Quicksort,reverse,1000,5,0.00082
Quicksort,reverse,1000,6,0.000913
Quicksort,reverse,1000,7,0.000834
Quicksort,reverse,1000,8,0.000859
Quicksort,reverse,1000,9,0.000838
Quicksort,reverse,1000,10,0.00086
Quicksort,reverse,1000,11,0.000824
Quicksort,reverse,1000,12,0.00085
Quicksort,reverse,1000,13,0.000844
Quicksort,reverse,1000,14,0.000862
Quicksort,reverse,5000,0,0.005138
Quicksort,reverse,5000,1,0.005216
Quicksort,reverse,5000,2,0.005074
Quicksort,reverse,5000,3,0.005236
Quicksort,reverse,5000,4,0.005142
Quicksort,reverse,5000,5,0.005326
Quicksort,reverse,5000,6,0.005141
Quicksort,reverse,5000,7,0.005173
Quicksort,reverse,5000,8,0.005604
Quicksort,reverse,5000,9,0.005283
Quicksort,reverse,5000,10,0.005079
Quicksort,reverse,5000,11,0.005202
Quicksort,reverse,5000,12,0.005155
Quicksort,reverse,5000,13,0.0052
Quicksort,reverse,5000,14,0.005209
Quicksort,reverse,10000,0,0.011736
Quicksort,reverse,10000,1,0.011457
Quicksort,reverse,10000,2,0.012004
Quicksort,reverse,10000,3,0.011154
Quicksort,reverse,10000,4,0.011645
Quicksort,reverse,10000,5,0.012217
Quicksort,reverse,10000,6,0.011372
Quicksort,reverse,10000,7,0.011287
Quicksort,reverse,10000,8,0.01339
Quicksort,reverse,10000,9,0.011147
Quicksort,reverse,10000,10,0.012059
Quicksort,reverse,10000,11,0.011143
Quicksort,reverse,10000,12,0.01138
Quicksort,reverse,10000,13,0.014003
Quicksort,reverse,10000,14,0.011429
Quicksort,reverse,50000,0,0.0845
Quicksort,reverse,50000,1,0.071672
Quicksort,reverse,50000,2,0.069231
Quicksort,reverse,50000,3,0.076832
Quicksort,reverse,50000,4,0.069383
Quicksort,reverse,50000,5,0.070826
Quicksort,reverse,50000,6,0.069186
Quicksort,reverse,50000,7,0.070728
Quicksort,reverse,50000,8,0.069367
Quicksort,reverse,50000,9,0.07114
Quicksort,reverse,50000,10,0.069023
Quicksort,reverse,50000,11,0.071627
Quicksort,reverse,50000,12,0.071427
Quicksort,reverse,50000,13,0.070958
Quicksort,reverse,50000,14,0.08555
Quicksort,reverse,100000,0,0.150857
Quicksort,reverse,100000,1,0.149089
Quicksort,reverse,100000,2,0.152277
Quicksort,reverse,100000,3,0.151923
Quicksort,reverse,100000,4,0.151881
Quicksort,reverse,100000,5,0.151394
Quicksort,reverse,100000,6,0.168097
Quicksort,reverse,100000,7,0.147478
Quicksort,reverse,100000,8,0.152969
Quicksort,reverse,100000,9,0.152986
Quicksort,reverse,100000,10,0.150404
Quicksort,reverse,100000,11,0.149672
Quicksort,reverse,100000,12,0.151953
Quicksort,reverse,100000,13,0.162319
Quicksort,reverse,100000,14,0.151466
Quicksort,nearly_sorted,100,0,4.2e-05
Quicksort,nearly_sorted,100,1,3.6e-05
Quicksort,nearly_sorted,100,2,3.5e-05
Quicksort,nearly_sorted,100,3,3.6e-05
Quicksort,nearly_sorted,100,4,4.9e-05
Quicksort,nearly_sorted,100,5,3.5e-05
Quicksort,nearly_sorted,100,6,3.5e-05
Quicksort,nearly_sorted,100,7,3.5e-05
Quicksort,nearly_sorted,100,8,3.4e-05
Quicksort,nearly_sorted,100,9,4.1e-05
Quicksort,nearly_sorted,100,10,3.5e-05
Quicksort,nearly_sorted,100,11,3.5e-05
Quicksort,nearly_sorted,100,12,3.6e-05
Quicksort,nearly_sorted,100,13,3.4e-05
Quicksort,nearly_sorted,100,14,3.4e-05
Quicksort,nearly_sorted,500,0,0.000283
Quicksort,nearly_sorted,500,1,0.000286
Quicksort,nearly_sorted,500,2,0.00028
Quicksort,nearly_sorted,500,3,0.000272
Quicksort,nearly_sorted,500,4,0.000319
Quicksort,nearly_sorted,500,5,0.000281
Quicksort,nearly_sorted,500,6,0.000272
Quicksort,nearly_sorted,500,7,0.000284
Quicksort,nearly_sorted,500,8,0.000292
Quicksort,nearly_sorted,500,9,0.000269
Quicksort,nearly_sorted,500,10,0.000282
Quicksort,nearly_sorted,500,11,0.000279
Quicksort,nearly_sorted,500,12,0.000289
Quicksort,nearly_sorted,500,13,0.000399
Quicksort,nearly_sorted,500,14,0.00029
Quicksort,nearly_sorted,1000,0,0.000705
Quicksort,nearly_sorted,1000,1,0.000626
Quicksort,nearly_sorted,1000,2,0.000636
Quicksort,nearly_sorted,1000,3,0.000638
Quicksort,nearly_sorted,1000,4,0.000645
Quicksort,nearly_sorted,1000,5,0.000621
Quicksort,nearly_sorted,1000,6,0.000641
Quicksort,nearly_sorted,1000,7,0.00066
Quicksort,nearly_sorted,1000,8,0.00064
Quicksort,nearly_sorted,1000,9,0.000638
Quicksort,nearly_sorted,1000,10,0.00065
Quicksort,nearly_sorted,1000,11,0.000621
Quicksort,nearly_sorted,1000,12,0.000699
Quicksort,nearly_sorted,1000,13,0.000725
Quicksort,nearly_sorted,1000,14,0.000656
Quicksort,nearly_sorted,5000,0,0.003585
Quicksort,nearly_sorted,5000,1,0.003781
Quicksort,nearly_sorted,5000,2,0.004024
Quicksort,nearly_sorted,5000,3,0.003826
Quicksort,nearly_sorted,5000,4,0.003702
Quicksort,nearly_sorted,5000,5,0.003754
Quicksort,nearly_sorted,5000,6,0.003649
Quicksort,nearly_sorted,5000,7,0.003717
Quicksort,nearly_sorted,5000,8,0.003577
Quicksort,nearly_sorted,5000,9,0.003846
Quicksort,nearly_sorted,5000,10,0.003723
Quicksort,nearly_sorted,5000,11,0.003766
Quicksort,nearly_sorted,5000,12,0.003582
Quicksort,nearly_sorted,5000,13,0.003649
Quicksort,nearly_sorted,5000,14,0.00358
Quicksort,nearly_sorted,10000,0,0.008352
Quicksort,nearly_sorted,10000,1,0.007637
Quicksort,nearly_sorted,10000,2,0.007971
Quicksort,nearly_sorted,10000,3,0.007549
Quicksort,nearly_sorted,10000,4,0.007897
Quicksort,nearly_sorted,10000,5,0.007554
Quicksort,nearly_sorted,10000,6,0.008103
Quicksort,nearly_sorted,10000,7,0.007543
Quicksort,nearly_sorted,10000,8,0.008147
Quicksort,nearly_sorted,10000,9,0.008345
Quicksort,nearly_sorted,10000,10,0.009631
Quicksort,nearly_sorted,10000,11,0.00942
Quicksort,nearly_sorted,10000,12,0.008243
Quicksort,nearly_sorted,10000,13,0.00802
Quicksort,nearly_sorted,10000,14,0.007883
Quicksort,nearly_sorted,50000,0,0.044255
Quicksort,nearly_sorted,50000,1,0.042532
Quicksort,nearly_sorted,50000,2,0.041776
Quicksort,nearly_sorted,50000,3,0.043329
Quicksort,nearly_sorted,50000,4,0.041343
Quicksort,nearly_sorted,50000,5,0.046627
Quicksort,nearly_sorted,50000,6,0.041793
Quicksort,nearly_sorted,50000,7,0.042187
Quicksort,nearly_sorted,50000,8,0.041606
Quicksort,nearly_sorted,50000,9,0.044119
Quicksort,nearly_sorted,50000,10,0.041277
Quicksort,nearly_sorted,50000,11,0.06035
Quicksort,nearly_sorted,50000,12,0.041337
Quicksort,nearly_sorted,50000,13,0.042545
Quicksort,nearly_sorted,50000,14,0.041709
Quicksort,nearly_sorted,100000,0,0.090389
Quicksort,nearly_sorted,100000,1,0.088104
Quicksort,nearly_sorted,100000,2,0.093132
Quicksort,nearly_sorted,100000,3,0.087139
Quicksort,nearly_sorted,100000,4,0.090928
Quicksort,nearly_sorted,100000,5,0.087934
Quicksort,nearly_sorted,100000,6,0.096745
Quicksort,nearly_sorted,100000,7,0.0888
Quicksort,nearly_sorted,100000,8,0.090531
Quicksort,nearly_sorted,100000,9,0.102868
Quicksort,nearly_sorted,100000,10,0.090569
Quicksort,nearly_sorted,100000,11,0.087726
Quicksort,nearly_sorted,100000,12,0.090117
Quicksort,nearly_sorted,100000,13,0.087321
Quicksort,nearly_sorted,100000,14,0.09024
Quicksort,constant,100,0,4.3e-05
Quicksort,constant,100,1,4e-05
Quicksort,constant,100,2,3.9e-05
Quicksort,constant,100,3,3.9e-05
Quicksort,constant,100,4,4.2e-05
Quicksort,constant,100,5,3.9e-05
Quicksort,constant,100,6,3.9e-05
Quicksort,constant,100,7,3.9e-05
Quicksort,constant,100,8,3.9e-05
Quicksort,constant,100,9,3.9e-05
Quicksort,constant,100,10,3.9e-05
Quicksort,constant,100,11,3.9e-05
Quicksort,constant,100,12,3.9e-05
Quicksort,constant,100,13,4.9e-05
Quicksort,constant,100,14,3.9e-05
Quicksort,constant,500,0,0.000348
Quicksort,constant,500,1,0.000331
Quicksort,constant,500,2,0.000337
Quicksort,constant,500,3,0.000334
Quicksort,constant,500,4,0.000329
Quicksort,constant,500,5,0.00037
Quicksort,constant,500,6,0.000346
Quicksort,constant,500,7,0.000327
Quicksort,constant,500,8,0.000345
Quicksort,constant,500,9,0.000333
Quicksort,constant,500,10,0.000336
Quicksort,constant,500,11,0.000327
Quicksort,constant,500,12,0.000331
Quicksort,constant,500,13,0.000366
Quicksort,constant,500,14,0.000333
Quicksort,constant,1000,0,0.000834
Quicksort,constant,1000,1,0.000777
Quicksort,constant,1000,2,0.000805
Quicksort,constant,1000,3,0.000783
Quicksort,constant,1000,4,0.000796
Quicksort,constant,1000,5,0.000782
Quicksort,constant,1000,6,0.000777
Quicksort,constant,1000,7,0.000767
Quicksort,constant,1000,8,0.000777
Quicksort,constant,1000,9,0.000783
Quicksort,constant,1000,10,0.000769
Quicksort,constant,1000,11,0.00078
Quicksort,constant,1000,12,0.000782
Quicksort,constant,1000,13,0.000774
Quicksort,constant,1000,14,0.000769
Quicksort,constant,5000,0,0.00449
Quicksort,constant,5000,1,0.004823
Quicksort,constant,5000,2,0.00467
Quicksort,constant,5000,3,0.004594
Quicksort,constant,5000,4,0.00453
Quicksort,constant,5000,5,0.004522
Quicksort,constant,5000,6,0.004558
Quicksort,constant,5000,7,0.004594
Quicksort,constant,5000,8,0.004549
Quicksort,constant,5000,9,0.004492
Quicksort,constant,5000,10,0.004567
Quicksort,constant,5000,11,0.00454
Quicksort,constant,5000,12,0.004517
Quicksort,constant,5000,13,0.004513
Quicksort,constant,5000,14,0.00453
Quicksort,constant,10000,0,0.009965
Quicksort,constant,10000,1,0.010148
Quicksort,constant,10000,2,0.009626
Quicksort,constant,10000,3,0.009701
Quicksort,constant,10000,4,0.010053
Quicksort,constant,10000,5,0.009728
Quicksort,constant,10000,6,0.009727
Quicksort,constant,10000,7,0.011616
Quicksort,constant,10000,8,0.010035
Quicksort,constant,10000,9,0.010282
Quicksort,constant,10000,10,0.009992
Quicksort,constant,10000,11,0.009902
Quicksort,constant,10000,12,0.009691
Quicksort,constant,10000,13,0.010597
Quicksort,constant,10000,14,0.011076
Quicksort,constant,50000,0,0.055243
Quicksort,constant,50000,1,0.070029
Quicksort,constant,50000,2,0.102444
Quicksort,constant,50000,3,0.122285
Quicksort,constant,50000,4,0.108414
Quicksort,constant,50000,5,0.103778
Quicksort,constant,50000,6,0.112211
Quicksort,constant,50000,7,0.10634
Quicksort,constant,50000,8,0.107072
Quicksort,constant,50000,9,0.107675
Quicksort,constant,50000,10,0.106774
Quicksort,constant,50000,11,0.106179
Quicksort,constant,50000,12,0.106183
Quicksort,constant,50000,13,0.112985
Quicksort,constant,50000,14,0.119427
Quicksort,constant,100000,0,0.247652
Quicksort,constant,100000,1,0.240362
Quicksort,constant,100000,2,0.214501
Quicksort,constant,100000,3,0.2253
Quicksort,constant,100000,4,0.219641
Quicksort,constant,100000,5,0.222388
Quicksort,constant,100000,6,0.138269
Quicksort,constant,100000,7,0.118941
Quicksort,constant,100000,8,0.118327
Quicksort,constant,100000,9,0.117593
Quicksort,constant,100000,10,0.134586
Quicksort,constant,100000,11,0.121375
Quicksort,constant,100000,12,0.116908
Quicksort,constant,100000,13,0.11836
Quicksort,constant,100000,14,0.119533
Heap Sort,random,100,0,0.000152
Heap Sort,random,100,1,0.000133
Heap Sort,random,100,2,0.000131
Heap Sort,random,100,3,0.000133
Heap Sort,random,100,4,0.000131
Heap Sort,random,100,5,0.000136
Heap Sort,random,100,6,0.000128
Heap Sort,random,100,7,0.00013
Heap Sort,random,100,8,0.000135
Heap Sort,random,100,9,0.000133
Heap Sort,random,100,10,0.000135
Heap Sort,random,100,11,0.00013
Heap Sort,random,100,12,0.000133
Heap Sort,random,100,13,0.00013
Heap Sort,random,100,14,0.000129
Heap Sort,random,500,0,0.001028
Heap Sort,random,500,1,0.000964
Heap Sort,random,500,2,0.000966
Heap Sort,random,500,3,0.000944
Heap Sort,random,500,4,0.00096
Heap Sort,random,500,5,0.000949
Heap Sort,random,500,6,0.00098
